movie,sentence,score
곰돌이 푸 - 티거 무비,어릴때 너무 좋아했어서 다시 보는데도 재밌고 영상미도 이뻐요 ,10
어웨이,마음으로 들은  무언의 메세지 ,10
내가 살인범이다,배우들의 연기와 감독의 연출력에 볼때마다 감탄하게되는 영화 ,10
랑종,너무재밋습니다 꼭 보세요 ,10
버드 박스,정신에 해롭지 않으면서 보는 내내 스릴감 있다. 세상을 보는 것이 좋은 것만은 아니라는 뜻인 듯 ,10
더 수어사이드 스쿼드,난 겁나 재미있게 봤음 ㅋㅋ ,10
더 수어사이드 스쿼드,기대감때문에 그런지 너무 지루함. 몇 몇 영상빼고는 솔직히 볼만한게 없음. ,2
분노의 질주: 홉스&쇼,빈 디젤만 없을 뿐 완벽한 분노의 질주! 사모아 40도의 날씨에도 절대 자켓을 벗지 않는 데카드 쇼는 취저ㅋㅋㅋ ,10
랑종,"상업영화(공포)  를 생각한다면 비추천. 예술성있는 독립영화라면 상위30%,7점짜리 영화는 되는듯. 영상미나 오디오 좋음. 실제 현장에 가서 보는듯함. 의미없는 장면은 없지만 정신없는 의도된 연출. 난해할 수 있는 스토리지만 생각할거리는 던져줌. 페미는 여자나오면 그냥 싫어하고 종교인은 신이 소재니까 싫어하고 애견인은 개가 나오니까 그냥 싫어해서 이렇게 평점이 박살난것 같기도? ",7
모가디슈,재밌네요 긴장감있구요 ,10
더 수어사이드 스쿼드,쓸데없이 잔인하고 더러움. 웃기지도 않은 개그코드. 그저 병맛스러울뿐. 스토리도 딱히 별다른 게 없음. 몇몇 대사는 이상함. 뭐라는지 모르겠음.  할리 퀸도 이제 3번째 보니 매력이 반감됨. DC는 진짜 힘든 길을 갈 듯. ,1
내 사랑,먹먹해지고 사랑의 묘약은... ,10
더 수어사이드 스쿼드,걍 재미없음 영화가 매력이 하나도없음 ,3
악질경찰,뜬금없고 아무 연관성도없는 세월호 ,2
간신,주인공들의 연기를 보며 감정이 절로 동화되는 영화였습니다 노출만이 이슈가 되어 평점이 짠건가 싶어 아쉽네요. 9점이 적당하지만 보너스로 1점 추가 10점 ,10
모가디슈,"류승완감독 영화인줄 모르고 봤다가..진짜 연출이 뛰어나는데 누구지?하면서 검색해보고 이마를 톡~ 쳤다는.,  배우들 연기는 두말할것도 없고 시간이 어찌 가는 줄 몰랐네요.. ",10
모가디슈,오랜만에. 영화같은 영화 재미있게 잘봤어요. 스토리 배우들 연기. 짱이네요. ,9
바람의 검심 최종장: 더 비기닝,최고의 완결 먹먹한 결말 ,10
모가디슈,넘 잼나요연기를 너무 잘해요 ,9
모가디슈,진짜 잘만든영화.  간만에.너무 재미있게 봤다. ,10
싱글라이더,안소희 연기좀....영화 몰입도 확떨어짐 ,6
모가디슈,배우들 연기가 너무 좋네요~! ,10
모가디슈,"트위터에 좌표찍힌듯것같아 진실평 남깁니다.  결론부터 말씀드리자면""1000만관객급 영화는 아닙니다""영상미와 연기는 상당히 좋았습니다만, 스토리상 억지로 끼워넣는듯한 느낌을 좀 많이받았는데요 북한에대한 미화가 ""극도로"" 심합니다. 집중에 방해될만큼요비평글에대해 고정적으로 비추하는분들 한국인 맞나 의심됩니다 ",8
모가디슈,실화라서 그런지처음부터 끝까지 스토리 탄탄하고지루할 틈이 없이 집중력 만점영화!! ,10
머신건 프리처,"전쟁은 여자와 아이들이 많은 피해를 본다, , 실화라는것에 대단하네, , ",10
네버랜드를 찾아서,"프레디 어린시절~~넘나 귀여운것ㅎㅎ 조니뎁 영화 여러편 본 초딩 아들~~못 알아봄. 얼굴이 넘 멀쩡해서ㅎㅎ 감동~~잔잔하지만, 빠져들어 봄. ",9
모가디슈,정만식 나온거 때문에 안봅니다 쓰레기같은 남현사상을 가진 페미를 옹호 해주는 배우가 나오는 영화 토악ㅈㄹ 나와서 못 보겠습니다 ,1
더 수어사이드 스쿼드,보다가 잣음 킹스맨 감독 너무 뻔하고 개인적으로 더럽게 재미없음 ,2
퍼니 게임,최고다 이게 영화다 이감독 꺼 다 봐야지 ,10
더 수어사이드 스쿼드,전작보다 훨씬 재미있다.마블보다 어쩌고 저쩌고하는데개인적으론 블랙위도우보다 훨씬 재미있드라 ,10
모가디슈,이 얼마만에 볼 만한 영화인가.. ,10
방법: 재차의,어색한 연기력 + 구구절절 설명. 오그라드는 부분이 많아 잠이 확 깰 때도 있으나 대체적으로 졸림. 연기는 좀비들이 제일 잘함. 무료표를 받아도 또 볼 생각 없음. ,2
모가디슈,조인성 개폼만 엄청 잡고 뚜드려 맞을 줄 알았는데.... ,8
블랙 위도우,내 인생 최고의 영화….나타샤 사랑해 ,10
어바웃 타임,이 영화는 로맨스 영화가 아니라 가족애와 인생의 의미에 더 비중을 둔 영화다. 특히 아버지와 작별하는 씬은 가장 눈물을 자아내게 하는 장면이다. ,10
돌멩이,김대명 외 주조연급들의 연기력이야 뭐 논할바는 아니라 생각된다 도데체 뭘 말하고 싶은건가? 강간미수범이 되었고 여자애는 멀쩡한데 진위조사 없이 석구는 범죄자가 됐다고? 보통 저런 경우 석구가 장애인이기때문에 더더욱 법의학이나 이런걸 동원해서 진위를 가리지 않나??  그냥 전형적인 신파극을 유도하려고 애쓴 감독의 의향은 알겠으나 뭘 얘기하고 싶은거야?쓰레기 양부모? 장애인에 대한 편견? 도무지 뭘 말하고 싶은건지... ,4
범죄도시,마동석 영화중에 제일 재밌어요. ,10
더 수어사이드 스쿼드,"제임스건 연출작답게 가오갤 느낌 팍팍 났음! 특히 적들 죽이는 장면에서 신나는 노래 나오는 그런 부분들이?! 거기에 예상치 못한 전개와 예상치 못한 캐릭터들,, 마블만 보다가 DC 보니까 새로웠음ㅎㅎ 그리고 일반 액션영화에선 총 쏘거나 칼 맞아도 안 죽는 경우가 많아서 엥?스러운게 많았는데, 여기선 시원시원하게 잘리고 터져서(?) 좋았음!! ",9
위대한 개츠비,영화는좋은데 데이지 우유부단오지네 ,10
더 수어사이드 스쿼드,절대 영화관에서 보지 말고 다운받아보세요 ,1
더 수어사이드 스쿼드,진짜 개노잼 보지마세여유치하고 졸림 ,1
악마를 보았다,2021년 지금도 가끔 생각나는 영화 ,10
미드나이트,"남/여 주인공 연기는 좋았으나, 중간 중간 이해 안가는 부분들이 많네요. 특히 경찰과 연관된 상황들이.... ",4
더 수어사이드 스쿼드,"와...이런것도 영화구나 보고 기분이 더러워짐 돈, 시간 많으시면 보시길 ",2
더 수어사이드 스쿼드,정말 유치한데 이런 영화에 돈을 쏟아붓는 미국사람들 신기하네요 더운날 2시간정도 영화관에서 더위 피하시고 싶을때 추천 드려요 ,2
랑종,"중반까지는 지루하긴한데 여주인공이 점점 미쳐가는게 보이는 괴이함이 느껴져서 좋았고, 그 이후부터는 공포스러운 분위기가 확 와닿아서 나쁘지 않았습니다. 기대를 하지않고 간거라면 매우 만족했을거같아요 ",7
이웃사람,마동석 영화중에서 이웃사람이 제일 재미 없어요. ,2
더 수어사이드 스쿼드,킹 샤크랑 쥐돌이 넘 귀엽다 ㅎㅎ ,8
더 수어사이드 스쿼드,DC는 유명한 몇몇 캐릭터들 말고는 잘 몰라서..족제비 나오고 상어 나오고 허접할거라 생각하고 기대 안하고 봤는데.왠 걸 1편보다 더 재밌게 봤네요^^.한줄평- 할리는 예뻤다?!?!?!?!?!?! ,10
모가디슈,"김윤석,조인성이 너무 투덜대는거빼면 보는내내 스릴잇고 긴장감잇엇음 ",8
더 수어사이드 스쿼드,DC유니버스중에 그남아 밀덕스러운 영화가 골로 갔어…..타르코프에서 배틀구라운드 된 느낌 ,4
모가디슈,구교환은 반도에서도 그러더니 운전만하면 죽네ㅜㅜ ,10
모가디슈,진짜 재미있었어요! 다시 보고 싶은 영화 ,10
모가디슈,오랜만에 영화관에서 볼만한 영화입니다 긴장되는 엑션신 연출과 더불어 실화를 바탕으로 스토리 라인도 탄탄하여 몰입도가 높았고 전반적으로 기대 이상이었습니다 ,9
더 수어사이드 스쿼드,제임스건 실망이네요 그냥 가디언즈만 찍어유 ,1
발신제한,8점인데  평점 낮아서 10점 드림 ,10
엘리자베스타운,"올랜도 블룸은 의외로 딱딱하고 단조로운 연기를 펼치지만, 커스틴 던스트의 발랄한 연기는 새로워서 눈길이 간다. 상실과 치유에 대해 무난하나 볼만한 내용을 전달하고 있다. ",6
이스케이프 룸 2: 노 웨이 아웃,1에 비해서 러닝타임이 짧아져서 아쉬웠지만 긴장감넘쳤어요! ,8
쇼생크 탈출,명작 이 두글자면 충분하다 ,10
모가디슈,그저 북 북 북 북한이랑 잘해보자고 선전하는 영화 ,1
더 수어사이드 스쿼드,와 정말 다른영화입니다..!일단 연출 센스가 미쳤습니다!! 청불이라서 잔인한 장면도 시원시원하게 보여주고 전반적으로 너무 만족..! 한번 더 보러 가도 될 정도입니당 ,9
모가디슈,2021 공동경비구역 JSA ,8
요가학원:죽음의쿤달리니,"쿤.... ,,,달리니? ",2
엘리자베스타운,누군가의 대타에서 자신과 추억을 찾아가는 여정 ,7
실크 로드,두개의 스토리가 재미있게 맞물려 돌아가는 수작 ,9
더 수어사이드 스쿼드,내가 원한 수스느낌 진짜 다모아놓음...최고야 ,10
CCTV,2002년걸 잘못 올린거 아니에요? 곽도원 좋아했는데 다시는 안봐 ,2
더 수어사이드 스쿼드,너무재미있었어요! 최고! 꼭봐야함~ 할리퀸최고 ,10
모가디슈,진짜 재밌어요 꼭 보세요……. ,10
새콤달콤,굿굿! 반전이있어서 핵 사이다 그리고 현실적인 연애 ,10
더 수어사이드 스쿼드,1편보다 훨씬 재밌어요~!시원시원한 액션 강추 ,10
모가디슈,"와 ... 재미있고 눈물도 나고... 전 김윤석, 허준호님과 소말리아군 잔상이... ",10
방법: 재차의,그래도 잼나게 봄^^   친구얌 재미나게 봤다 ㅋㄷ ,10
더 수어사이드 스쿼드,"탑: 킹 샤크 (체력 만렙 탱커, 문도박사)정글: 할리 퀸 (ㄹㅇ 독보적인 존재감 OOO, 헤으응 눈나)미드: 랫캐쳐2 (처음에는 쥐만 쓰는 미니마우스인줄 알았으나 후반에 불가사리 뚱이 잡을때 왕귀해서 그냥 쓸어담음 ㄹㅇ 재앙급 스킬 보유)원딜: 블러드스포트 (루시안, 보여줄때 보여주는 숟가락)서폿: 폴카 닷 맨 (안쓰러운 도구, 토쟁이) ",8
모가디슈,연기 구멍없음ㆍ 소말리아에 이런일이 있었는 줄 몰랐네요영화 잘봤습니다당수 ?배워야지^^ ,10
모가디슈,지루하지 않고 러닝타임 내내 시간 가는지 모르고 봤습니다 ,10
빛나는 순간,좋은영화임..다시볼거같음 ,10
모가디슈,북한빨아주는빨갱이영화 ,1
엽기적인 그녀,20년이 지난 후에 다시봐도 감동적이며 뭉클하네요 ,10
엽기적인 그녀,20년이 지난 후에 다시봐도 감동적이며 뭉클하네요 ,10
루카,가족들과 재밌고 감동있게 봤어요 ,10
모가디슈,가족들과 함께 너무 재밌게 잘 봤습니다???? ,10
모가디슈,진짜 꼭 극장가서 봐 보셈기다려서 집에서 보려고 하지말고 ,10
솔저 발터,"한국드라마 로드넘버원 도 보시길~전쟁이란, , 국가를 막론하고 모두가 슬프다, , ",10
모가디슈,보는내내 지루하지 않고 재미있았고 감동도 있었어요 ,10
발신제한,진짜 배우분들 연기가 ㅠ 최고였어요 ,10
모가디슈,"코로나만 아니면 천만관객 갔을 듯, 몰입도 높고 보는내내 지루하지 않고 스토리 좋고 인물 캐릭터도 잼있어요!! ",10
정글 크루즈,"진짜 핵노잼.. 제목은 정글인데 배경은 cg떡칠 나뭇가지뿐이고. 남 통수치기 좋아하는 라도 출신 드웨인존슨, 고집불통 페미나치 대깨문 여주랑 저능아 동생까지 캐릭터가 하나도 정이 안감 ",2
그때 그사람들,수꼴들의 염장을 지르는 역사적 사실에 관한 영화. ,9
리플리,책으로도 다시 보고 싶을 정도로 깊이 있는 스토리와 연기! 거짓말이 들통날 것 같은 순간엔 긴장감 최고!! ,9
사냥의 시간,배우구경 외에 재미따윈없다 ,1
"나, 다니엘 블레이크",인간이 인간으로서 존엄할 수 있는 삶이 이렇게 처절해야 하나. 다니엘 블레이크는 마지막까지 자존감을 잃지 않았다. ,10
모가디슈,실화를 바탕으로 현실감 있는 연출이 인상적이었고 감동까지 있는 인상 깊은 영화였습니다. 류승완 감독 작품은 믿고봐도 될거 같네요. ,10
모가디슈,나의 인생영화 어쩔 수 없이 헤어지는 남북의 현실 너무 잘 들어남.. ,10
모가디슈,억지 신파 없어서 좋았고 지루할 틈이 없었다 ,10
극장판 도라에몽: 진구의 신공룡,스토리 전개가 엄청 탄탄하고 재미있어요. 그리고 감동적이에요. ,10
레디 플레이어 원,참신한 가족오락영화 보는 재미가 있었다 ,7
모가디슈,자칫 과한 감동을 연출할 수 있는 남북을 절제된 연출과 연기로 표현한 것이 좋았다. 내전 상황을 실감나게 보여준 것도 좋았다. ,9
블랙 위도우,액션도 재밌고 첨이자 마지막인 블랙위도우 영화라 ㅠㅠ아쉬워요 ,10
정글 크루즈,가족 영화요즘 페미 영화가 참 많은 거 같네요그런 요소를 억지로 가족 영화에 넣은게 참 흠입니다 ,5
발신제한,ㅜㅜ 내시간돌려즈어..배우들이 아깝다 ,4
모가디슈,"시선의 절제, 쿠키영상 없는 깔끔한 마무리가 여운을 더 길게한다.최근에 봤던 개봉 영화 중에서 제일 재미있었던 것 같다 ",10
블랙 위도우,재밌어요 스칼렛요한슨 연기 잘함 ,10
극장판 도라에몽: 진구의 신공룡,도라에몽 극장판은 묘한.느낌이항상남 ,8
모가디슈,재밌다 천만까진아니고 오백만정도 ,10
블랙 위도우,요한슨 믿고 보긴봤으나 개연성이나 스토리가..음...기대를 좀하고봐선가 스케일 키울려고 노력한티는 나나 재미가 그닥없었네요ㅜㅜ ,6
잘리카투,이번달에 본 영화중에 가장 강렬했고 사운드와 영상미가 꼭 극장에서 봐야하는 수준이에요 ,8
정글 크루즈,무난함 그이상 그이하도 아닌 영화 ,6
초속5센티미터,추억은 추억으로 남기는 것이 가장 아름답다는 것을 보여준 영화 ,8
모가디슈,망할 코로나만 아니면 그냥 천만영화마지막 장면은 현실이라 더 가슴이 아픈ㅠ ,10
더 수어사이드 스쿼드,기대보다 재미없고 졸려 ,6
"구름의 저편, 약속의 장소",신카이 마코토 감독의 스타일이 확립된 영화 ,8
사이다처럼 말이 톡톡 솟아올라,"그냥 여름 그 자체인 영화.. 오글거리는 부분도 적어서 재미있게 잘 봤고 그냥 그림, OST, 스토리, 연출이 다 잘 어울려서 완성도도 높고 오랜만에 정말 오랜만에 본 것 같다.! ",10
강원도의 힘,뭔가 난해하지만 강원도의 힘이 무엇인지를 깨닫게 해주는 영화 ,6
블랙 위도우,세 번 봄 존잼 플로렌스 퓨의 대중성 장착 ,10
블랙 위도우,한 마디로 망작. 스토리도 대사도 수준 이하임. 스칼렛이 아깝다. ,5
보스 베이비,어릴 때 동생생겨서 관심사랑 다 빼앗겨 생겼던 질투를 디즈니식 상상력으로 신랄하게 그려낸 본격 귀욤액션심리극 ,9
완벽한 타인,재밌어요 한번쯤 해보고 싶은 게임입니다 ㅎㅎㅎ ,10
모가디슈,인성이 오빠는 진짜 연기도 잘하구나 ,10
클래식,넷플릭스에 있길래 다시 봤는데 언제봐도 명작이네요 ,10
모가디슈,처음엔 살짝 졸린감이 있었는데..갑자기 몰입감 쩔음~감동과 먹먹함이 고루 섞인듯한국인 이라면 꼭 봐야할 영화같음 ,10
모가디슈,요즘 영화 치고 질질 늘어뜨리지 않아서 좋았습니다 ,10
극장판 도라에몽: 진구의 신공룡,진구의 성장이 눈부신 정말 멋있고 재밌는 아동 애니의 끝판왕! ,10
성난황소,한국판테이큰. 그리고송지효는 ㅈㄴ예쁘다... ,10
모가디슈,꿀잼! 즐거운 두시간 관람 ,10
내가 살인범이다,일본판부터 봤는데오리지널이 진짜 제대로네 ,10
22년 후의 고백,오리지널 한국판에 10점주고 오는 길이다.각색을 개연성이 더 떨어지게 한점이나너무 정적인거에 각각 1점씩 뺀다 ,8
모가디슈,꿀잼. 기대 안 하고 보로 갔더니 너무 재밌었어요. Best movie I've seen so far during 2021. ,10
어웨이,격이 다른 애니메이션. ,10
언터처블: 1%의 우정,장애를 뛰어넘은 우정 ,10
더 수어사이드 스쿼드,스토리며 영상이며 너무 재밌네요 ㅋㅋㅋ ,10
정글 크루즈,디즈니는 언제나 옳아요 ㅎㅎ ,10
몬스터 헌터,"이거 보면서 스토리나 세계관, 전체적인 시나리오의 완성도를 신경쓰지않고 봐야한다라고 말하는 사람들은 이 영화가 더 높은 수순으로 나아가는 것을 막는 사람들이라고 생각합니다.  제발 좀 이상하다 싶으면 그냥 이상하다고 말해요 팬심으로 눈 가리고 아웅거리지 마시고 ",1
모가디슈,너무  재밌슈~~~오랜만에 CGV영화관 관람했슈...코로나인데? 영화관람? 그러면 내가 모가됐슈... ,10
모가디슈,정만식 개소리에 불매합니다. ,1
더 수어사이드 스쿼드,재미짐 ,8
더 스퀘어,상징성이 많은 영화. 신뢰와 책임에 대한 이야기가 스웨덴의 현실과 절묘하게 맞물려 있다. 무엇이 문명이고 무엇이 야만일까? ,8
프랑켄슈타인,이건  도입부를 꼭 봐야만 한다!!! ,10
콰이어트 플레이스 2,"이게 영화지. 소리, 긴장감으로 몰입도 있게 빠져들게 하는 ",10
모가디슈,연기고 연출이고 나발이고 그냥 극핵노잼.시간 아까움 ,2
모가디슈,충분히 좋은 영화. 기본 이상은 합니다. 코로나 아니였으면 800만 이상은 들었을 것 같네요. ,8
제인 도,"몰입감 최고 근데 스토리 개연성은,, 아무것도 안하는데 갖고노는 영화 ",6
스킨,백인우월주의에 대한 이야기라서 많은 공감은 아니지만 그냥 범죄로 보면 되겠다. 문신 함부로 하지 말자. ,7
더 수어사이드 스쿼드,킹스맨+데드풀+가오갤 ,10
더 그레이트 샤크,47제작진이 다시 모였..는지 모르겠을정도로 별로 ,2
라이더스 오브 저스티스,"살다보면 한번쯤은 생각하게 되는, 저사람은 왜? 이 일은 왜? 같은  '왜?'에 관한 철학적인 대답.  큰 기대 안했는데 최고였다. ",10
모가디슈,우리가 분단국가라는 것을 새삼 느끼게해주는 여운 남는 영화 ,10
정무문,당신이 그립습니다. ,10
모가디슈,네이버 평점 주는거중에 감동지수가 있네? 이거 없애라 이번에 한국영화에서 신파 줄이니까 개띵작이 되었다 긴장감 지리고 꼭보셈. 마지막에 감동지수 높인다고 포옹이나 통일하자!!우리는 한민족 이랬으면 진짜 2점 깠다. ,10
모가디슈,여운이 있고 몰입도는 높지만 너무 자극적임.. 그게 전쟁이긴 하지만.. ,6
남자가 사랑할 때,거 중구형 이거 장난이 너무 심한거 아니오 ,9
모가디슈,"리뷰알바 아니고, 진짜 재밌습니다말모말모 ",10
모가디슈,"마지막에 나만 눈물난 거 아니지,,,ㅠㅠ ",10
다키스트 아워,"난세에 영웅이 나온다고 한다.물론,영국이나 독일이나 일본이나 식민지에서 잔인하게 한건 여기에 안나온다.다만,영국입장에선 영웅이맞다.저런지도자를 가진 영국이 부러울뿐.. ",7
더 수어사이드 스쿼드,DC는 애니메이션이.. 답인듯하다.. 이제 실사는 손절하고 애니만 집중해야겠다.. ,6
보스 베이비,네가 1~~2다봣는데1보단2다근데 2나올줄 몰랏을때는 드림월스 드래곤길드리기하거 무슨 크루즈 이번에 세로나온 영화하고 비슷한정도 2는 드림월스내가생각하기론 1위이다 ,8
끝까지 간다,진짜 주인공 답답하네.. 근데 재밌다. ,9
엽기적인 그녀,내인생 26년 만에 처음으로 평점 쓰게 해준 영화교통사고로 입원중 넷플릭스로 봤는데 그동안 2000년대 한국 영화를 엄청 무시하고 그냥지나쳤는데 정말 마지막엔 울었다.. ㅜ 울리고 웃게하고 정말 인생 명작 영화 그누구보다 예쁘다전지현.. ,10
더 수어사이드 스쿼드,잼남 ,10
모가디슈,전형적인 한국형 영화가 아니었다. 뻔한 스토리도 아니었고 내전의 참혹함을 잘 보여준거같다. 굿 ,8
"힘을 내요, 미스터 리",눈물 평평ㅜ 감동적이예요 ,10
모가디슈,"남북관계에 신파는 뺐지만, 전형적인건 어쩔수 없네. 딱 킬링타임용 ",4
극장판 도라에몽: 진구의 신공룡,가슴이 따듯해집니다노래도 좋아요 ,10
더 파이브,이상하네요 영화보고 평점봤는데... 이영화는 분류를 하자면 드라마 아닐까요? 억지설정이라고 할수 있는 부분도 있지만 굉장히 심오한 심리를 연기한거같아 9.5점 드립니다 볼만했습니다 마지막 예술작품이 불타는 장면은 정말 굉장했어요 촬영미가 돋 보였습니다 감독님 굿 ,9
위플래쉬,"관용의 힘을 믿던 나는 재즈바 신에서 그 믿음에 균열을 내기 시작했고 마지막 플레쳐가 아닌 앤드류가 지휘를 이어 나갈 때(적어도 내겐 그렇게 보였다), 그것은 보기 좋게 잘려나갔다. ",10
박하사탕,설경구외 다른배우들연기는좋은데 연출 스토리가  ㅈ같음  욕밖에안나오네 진짜 평점조작이있구나 ,2
CCTV,오글거리는 발연기에 표정연기 하.. 80년대 중2병이 만들법한 연출.. 1점도 아깝다. ,1
모가디슈,지금 보고 나왔는데 스토리도 영상도 탄탄해서 간만에 영화다운 영화 봤습니다. ,10
모가디슈,조인성연기 최고고억지신파없는 스토리가 좋았어요코로나시국 마스크쓰고 극장 찾아갈만한가치 충분합니다 ,10
박하사탕,시대가 나의편은 아니였지만 주인공만 보면 정신줄 놓은 고문관의 일대기. 결국 남탓만 하다 연관된 모든이에게 민폐존재됨 ,2
더 수어사이드 스쿼드,B급 영화의 냄새가 풀풀나는 재미있는 블록버스터! 그동안에 DC는 감독이 문제였다는걸 보여주는 제임스 건! ,8
더 수어사이드 스쿼드,재밌습니다. 전작보다 백배는 나음. ,10
모가디슈,너무 잘만든 영화정치색을 떠나서 완벽한영화였다 ,10
리플리,"거짓말과 속임수에 능숙한 소시오페스 리플리, 초반 1시간 까지 리플리는 딕키의 아버지의 말로 딕키를 찾고 대리러 오라며 임무를 준다. 하지만 리플리는 딕키와 친해지게 되고 무난하게 흘러가지만,  갑자기 헤어지자는 딕키를 죽이면서부터 범죄 스릴러가 시작된다. 리플리는 딕키와 생활하면서 호화로운 삶에 익숙해졌고 그는 딕키로 위장하며 여전히 호화로운 삶을 이어나간다. 리플리는 딕키라는 사람으로 변하면서 살인 사건을 잘 피해갔지만 마지막에 그를 딕키로 알고있는 메르디스와 만나면서 결국 그의 동행자 피터를 죽이게 된다.예측할 수 없는 스릴러 영화/ 신선한 스토리 ",9
모가디슈,너무 잼있게 봤어요 최고에요 ,10
더 수어사이드 스쿼드,속이 다 미식거리는 알록달록 ,3
변신,킬링타임으로도 아쉽다 ,4
모가디슈,존잼!!한남들 보지도않고테러 하나 보네? ㅎㅎ하긴보러갈 돈이없지~여친이없지~ ,10
모가디슈,한쪽은 내전 한쪽은 휴전 ,10
모가디슈,"재미 있었고, 마지막 엔딩씬 에서는  슬펐습니다. ",10
새콤달콤,재밌다 신선하다 ㅋㅋㅋ ,8
모가디슈,일부러 눈물짜내려는 부분도 없고 딱 영화에 필요한 부분들로도 감정이 전달되었어요영화다보고 나오면서 남는 여운이 대박..연기와 연출 모두 만족했어요 ,10
모가디슈,왜 하필 지금일까 왜 하필 문대통령이 남북 화해 분위기를 조성하려는 지금? 나의 생각이 오해라면 먼저 미안하다는 말을 하고싶다. 하지만 영화개봉의 타이밍에 대해서 그리고 영화의 메세지의 대해서 고민하지 않을 수 없었다. 영화 그 자체의 스토리는 굉장히 흥미로웠고 좋았다. 하지만 제발 부탁한다. 이 이야기는 자신들 앞에 닥친 위험을 벗어나기 위한 개인들의 협력에 관한 이야기다. 현재 김정은과의 화친은 불가능하다. 오히려 김정은과 친해지지 말아야 우리가 진정으로 올바른 길로 가고 있다고 말 할 수 있는 것이다. 그것이 북한의 인민들을 살리는 길이다. ,2
보스 베이비 2,애기들도 너무 귀엽고..감동과 재미는 물론 중간중간에 나오는 웃음포인트까지 완전 최고!! ,10
모가디슈,류승완 감독이 이번에 또 큰작품 하셨네요~단단한 연기력 김윤석 조인성 허준호김소진 김재화 명품연기 대박 나세용모가디슈~화이팅^^ ,10
랑종,"생각없이 보기에 좋았음. 개봉 전에 워낙 무섭다는 소문이 많아서 공포를 좋아하는 입장에서많이 기대하고 봤지만, 공포면에서나 전개부분에 있어서 다소 많이 아쉬운 부분이 많았음. ",7
더 수어사이드 스쿼드,디씨도 할수 있다를 드디어 보여준!!가오갤 스러운 병맛 액션! ,9
더 수어사이드 스쿼드,"진짜 보면서 몇 번이나 로버트 로드리게즈와 쿠엔틴 타란티노 콤비를 생각했는지 ㅋㅋㅋ 두 감독의 십덕으로서 너무 재미있게 잘 봄 ㅋㅋㅋ 황혼에서 새벽까지, 플래닛 테러, 마셰티 같은 명품 B급 영화들이 생각나는 꿀잼영화 였음 ",10
모가디슈,너무 재밌는 걸??? 예고편을 못 만들었음 ㅜㅜ 진짜 개꿀잼 ,10
모가디슈,최근에 나온 영화 중에 가장 볼만 하고 재미있었어요!! 무엇보다 실화 바탕이라니… 박진감 넘치고 연출도 훌륭했습니다! 다만 남북 특유의 감동 스토리를 오글거려하시는 분들은 싫어하실수도…저는 재미있었어요!! ,10
분노의 질주: 더 얼티메이트,"세월이참...,.멤버들 늙어가는게  보이니  슬프네요ㅠ ",7
블랙 위도우,솔로무비 기다린 보람이 있네요ㅠㅠㅠ ,10
모가디슈,기대 하나도 안하고 봤는데 너무 재밌었어요!!! 감동과 재미 둘 다 잡은 영화 같아요 누구나 재밌게 볼 수 있을 것 같습니다 ,10
블러드샷,109분 동안 집중하면서 재밌게 볼 수 있었고 그 109분의 시간이 아깝지 않은 영화. ,10
모가디슈,오랫만에 좋은 영화를 본 것 같아여. ,10
모가디슈,총쏘다 끝남.조인성 때문에 봤음.끝이 더 감동적이었음 좋을듯허무하게 끝남 ,6
모가디슈,생각보다 괜찮은 무게감있는 영화였음 ,10
13일의 금요일,배경이 대충 21세기면 살인방법도 좀 참신했으면 좋았으련만 뻔한 살인마의 클리셰는 다 보여주는 이걸 왜 굳이 리메이크했는진 모르겠음 ,6
스틸 플라워,독립영화에 관심이 필요한 이유. ,10
모가디슈,재밌어요 볼만합니다. 연기자들 보니 기대됐는데 역시 몸값하네요. 추천합니다 ,10
케빈에 대하여,미화시킬 필요없이 사이코패쓰 이야기인듯.. 심히 해석할 필요도없이 그냥 그렇게 태어난거지.. 우는거 안안아줬다고 다 저렇게 크면 옛날 밭일하고 바닷일하던 분들 자식들은 다 미쳤을듯~ 그렇게 사랑해줬던 아빠까지 죽인 사이코패쓰를 변명해줄 필요도없을 것 같음그냥 사이코패스 낳고 고생하는 엄마 이야기인듯 ,8
모가디슈,"억지스럽지 않은, 담백한데 빡센... 고품격 방화 ",10
모가디슈,배우들 연기는 좋습니다. 스토리는 음 별거 없습니다. 높은 점수는 못주겠어요. 스토리에 좀 더 신경을 썻으면 재밌었을거 같아요. 배우들 연기는 좋은데 아쉽습니다. ,6
모가디슈,별로에요 그냥 안보는걸 추천합니다막판 30분정도 말곤 딱히 지루해요 빌드업이 ,1
브릭,가끔 생각나는 영화.. ,10
블랙 위도우,다들 연기를 잘해주셔서 매우 재미있게 잘 봤습니다. 근데 마지막 스토리가 조금 어설프네요. ,10
더 수어사이드 스쿼드,적당히 알바 써라... 전작에 비해 폭망 ,6
더 수어사이드 스쿼드,적당히 알바 써라... 전작에 비해 폭망 ,6
모가디슈,신경 안쓰려해도 어떤 스윗한 배우의 발언때문에 신경쓰여서 1점 ,1
모가디슈,"주,조연배우들의 연기로 ",10
블랙 위도우,너무너무 잼밌어요!! 쿠키하나있습니당 ,10
모가디슈,큰 기대 없이 봤었는데 자동차 액션신이 재밌었네요 ,7
